mode,contractAnchorDate,marketGroup,area,commodity,pricing,product,maturityType,delivery,requestedTradeDate,windowStartDate,windowEndDate,tradeDate,status,settlementPrice,volume,grossOpenInterest,shortCode,maturity,assumedCode,httpStatus,errorMessage
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-12,ok,125.15,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-11,ok,122.95,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-10,ok,120.5,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-09,ok,131.15,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-06,ok,127.0,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-05,ok,123.65,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-04,ok,121.4,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-03,ok,126.15,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-02,ok,122.2,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-27,ok,115.7,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-26,ok,115.55,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-25,ok,113.05,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-02-24,ok,113.0,,,ICE_API2,202712,False,200,
